year.key,league.key,team.key,park.key,span.first,span.last,games,openings,attendance
2003,AL,OAK,OAK01,01/04/03,24/09/03,81,81,2216596
2003,NL,PHI,PHI12,04/04/03,28/09/03,81,78,2259948
2003,NL,PIT,PIT08,08/04/03,21/09/03,81,78,1636751
2003,NL,SDN,SAN01,31/03/03,28/09/03,81,81,2030084
2003,AL,SEA,SEA03,08/04/03,28/09/03,81,81,3267509
2003,NL,SFN,SFO03,07/04/03,28/09/03,81,81,3264898
2003,NL,SLN,STL09,31/03/03,21/09/03,81,81,2910386
2003,AL,TBA,STP01,31/03/03,28/09/03,81,81,1058695
2003,AL,TEX,ARL02,04/04/03,21/09/03,81,81,2094394
2003,AL,TOR,TOR02,31/03/03,28/09/03,81,81,1799818
2004,AL,ANA,ANA01,13/04/04,26/09/04,81,81,3375677
2004,NL,ARI,PHO01,06/04/04,03/10/04,81,81,2519560
2004,NL,ATL,ATL02,06/04/04,29/09/04,81,79,2322565
2004,AL,BAL,BAL12,04/04/04,03/10/04,81,80,2744013
2004,AL,BOS,BOS07,09/04/04,26/09/04,81,81,2837304
2004,AL,CHA,CHI12,13/04/04,26/09/04,81,79,1930537
2004,NL,CHN,CHI11,12/04/04,03/10/04,82,81,3170154
2004,NL,CIN,CIN09,05/04/04,03/10/04,81,81,2287250
2004,AL,CLE,CLE08,12/04/04,26/09/04,81,81,1814401
2004,NL,COL,DEN02,12/04/04,26/09/04,81,79,2338069
2004,AL,DET,DET05,08/04/04,03/10/04,81,80,1917004
2004,NL,FLO,CHI12,13/09/04,14/09/04,2,2,9460
2004,NL,FLO,MIA01,06/04/04,23/09/04,78,76,1713645
2004,NL,HOU,HOU03,05/04/04,03/10/04,81,81,3087872
2004,AL,KCA,KAN06,05/04/04,03/10/04,80,79,1661478
2004,NL,LAN,LOS03,05/04/04,03/10/04,81,81,3488283
2004,NL,MIL,MIL06,09/04/04,26/09/04,81,81,2062382
2004,AL,MIN,MIN03,05/04/04,03/10/04,81,81,1911490
2004,NL,MON,MON02,23/04/04,29/09/04,59,59,531545
2004,NL,MON,SJU01,09/04/04,11/07/04,21,21,217005
2004,AL,NYA,NYC16,08/04/04,30/09/04,81,79,3775292
2004,NL,NYN,NYC17,12/04/04,03/10/04,81,80,2318321
2004,AL,OAK,OAK01,05/04/04,03/10/04,81,81,2201516
2004,NL,PHI,PHI13,12/04/04,03/10/04,81,80,3250092
2004,NL,PIT,PIT08,05/04/04,26/09/04,80,75,1583031
2004,NL,SDN,SAN02,08/04/04,30/09/04,81,81,3016752
2004,AL,SEA,SEA03,06/04/04,03/10/04,82,81,2940731
2004,NL,SFN,SFO03,12/04/04,26/09/04,82,81,3256854
2004,NL,SLN,STL09,05/04/04,03/10/04,81,81,3048427
2004,AL,TBA,STP01,06/04/04,30/09/04,78,77,1164911
2004,AL,TBA,TOK01,30/03/04,31/03/04,2,2,110000
2004,AL,TEX,ARL02,09/04/04,30/09/04,81,79,2513685
2004,AL,TOR,TOR02,05/04/04,03/10/04,81,81,1900041
2005,AL,LAA,ANA01,05/04/05,25/09/05,81,81,3404636
2005,NL,ARI,PHO01,04/04/05,25/09/05,81,81,2059331
2005,NL,ATL,ATL02,08/04/05,28/09/05,81,80,2521534
2005,AL,BAL,BAL12,04/04/05,29/09/05,81,81,2624804
2005,AL,BOS,BOS07,11/04/05,02/10/05,81,81,2847798
2005,AL,CHA,CHI12,04/04/05,25/09/05,81,81,2342834
2005,NL,CHN,CHI11,08/04/05,28/09/05,81,80,3100092
2005,NL,CIN,CIN09,04/04/05,25/09/05,82,81,1943166
2005,AL,CLE,CLE08,11/04/05,02/10/05,81,81,2014220
2005,NL,COL,DEN02,04/04/05,25/09/05,81,80,1914389
2005,AL,DET,DET05,04/04/05,29/09/05,81,80,2024505
2005,NL,FLO,MIA01,05/04/05,02/10/05,81,81,1852602
2005,NL,HOU,HOU03,05/04/05,02/10/05,81,81,2804760
2005,AL,KCA,KAN06,11/04/05,25/09/05,81,79,1371181
2005,NL,LAN,LOS03,12/04/05,29/09/05,81,81,3603680
2005,NL,MIL,MIL06,11/04/05,29/09/05,81,81,2211023
2005,AL,MIN,MIN03,08/04/05,02/10/05,81,81,2034243
2005,AL,NYA,NYC16,03/04/05,25/09/05,81,81,4090440
2005,NL,NYN,NYC17,11/04/05,02/10/05,81,80,2829930
2005,AL,OAK,OAK01,11/04/05,29/09/05,81,81,2108818
2005,NL,PHI,PHI13,04/04/05,28/09/05,81,80,2665291
2005,NL,PIT,PIT08,04/04/05,02/10/05,81,79,1817245
2005,NL,SDN,SAN02,07/04/05,02/10/05,81,81,2869787
2005,AL,SEA,SEA03,04/04/05,02/10/05,81,81,2724859
2005,NL,SFN,SFO03,05/04/05,02/10/05,81,81,3181020
2005,NL,SLN,STL09,08/04/05,02/10/05,81,81,3542271
2005,AL,TBA,STP01,04/04/05,02/10/05,81,81,1141915
2005,AL,TEX,ARL02,11/04/05,02/10/05,81,80,2525259
2005,AL,TOR,TOR02,08/04/05,02/10/05,81,81,2014995
2005,NL,WAS,WAS10,14/04/05,02/10/05,81,81,2730352
2006,AL,LAA,ANA01,07/04/06,01/10/06,81,81,3406790
2006,NL,ARI,PHO01,11/04/06,01/10/06,81,81,2091005
2006,NL,ATL,ATL02,10/04/06,01/10/06,81,80,2549524
2006,AL,BAL,BAL12,03/04/06,24/09/06,81,81,2153150
2006,AL,BOS,BOS07,11/04/06,01/10/06,81,81,2930768
2006,AL,CHA,CHI12,02/04/06,24/09/06,81,81,2957414
2006,NL,CHN,CHI11,07/04/06,01/10/06,81,80,3123215
2006,NL,CIN,CIN09,03/04/06,25/09/06,81,81,2134472
2006,AL,CLE,CLE08,07/04/06,01/10/06,81,81,1998070
2006,NL,COL,DEN02,03/04/06,28/09/06,81,81,2104560
2006,AL,DET,DET05,10/04/06,01/10/06,81,81,2595937
2006,NL,FLO,MIA01,11/04/06,01/10/06,81,81,1165120
2006,NL,HOU,HOU03,03/04/06,24/09/06,81,81,3022763
2006,AL,KCA,KAN06,03/04/06,24/09/06,81,80,1372684
2006,NL,LAN,LOS03,03/04/06,24/09/06,81,81,3758421
2006,NL,MIL,MIL06,03/04/06,24/09/06,81,81,2335643
2006,AL,MIN,MIN03,11/04/06,01/10/06,81,81,2285018
2006,AL,NYA,NYC16,11/04/06,01/10/06,81,81,4247980
2006,NL,NYN,NYC17,03/04/06,25/09/06,81,78,3372045
2006,AL,OAK,OAK01,03/04/06,24/09/06,81,81,1976625
2006,NL,PHI,PHI13,03/04/06,25/09/06,81,79,2701815
2006,NL,PIT,PIT08,10/04/06,01/10/06,81,80,1861549
2006,NL,SDN,SAN02,03/04/06,24/09/06,81,81,2659732
2006,AL,SEA,SEA03,03/04/06,01/10/06,81,81,2480717
2006,NL,SFN,SFO03,06/04/06,01/10/06,81,81,3130304
2006,NL,SLN,STL10,10/04/06,01/10/06,80,80,3407104
2006,AL,TBA,STP01,10/04/06,25/09/06,81,81,1369031
2006,AL,TEX,ARL02,03/04/06,24/09/06,81,81,2388757
2006,AL,TOR,TOR02,04/04/06,25/09/06,81,81,2302182
2006,NL,WAS,WAS10,11/04/06,01/10/06,81,81,2153080
2007,AL,LAA,ANA01,02/04/07,23/09/07,81,81,3365632
2007,NL,ARI,PHO01,09/04/07,23/09/07,81,81,2316507
2007,NL,ATL,ATL02,06/04/07,23/09/07,81,81,2745303
2007,AL,BAL,BAL12,09/04/07,30/09/07,81,80,2172487
2007,AL,BOS,BOS07,10/04/07,30/09/07,81,81,2970755
2007,AL,CHA,CHI12,02/04/07,30/09/07,81,81,2684395
2007,NL,CHN,CHI11,09/04/07,23/09/07,81,81,3252462
2007,NL,CIN,CIN09,02/04/07,30/09/07,81,81,2058593
2007,AL,CLE,CLE08,13/04/07,23/09/07,77,77,2223415
2007,AL,CLE,MIL06,10/04/07,12/04/07,3,3,52496
2007,NL,COL,DEN02,02/04/07,01/10/07,82,82,2376250
2007,AL,DET,DET05,02/04/07,26/09/07,81,81,3047124
2007,NL,FLO,MIA01,06/04/07,27/09/07,81,81,1370511
2007,NL,HOU,HOU03,02/04/07,30/09/07,81,81,3020405
2007,AL,KCA,KAN06,02/04/07,30/09/07,81,81,1616867
2007,NL,LAN,LOS03,09/04/07,30/09/07,81,81,3856753
2007,NL,MIL,MIL06,02/04/07,30/09/07,81,81,2869144
2007,AL,MIN,MIN03,02/04/07,23/09/07,81,81,2296383
2007,AL,NYA,NYC16,02/04/07,24/09/07,81,81,4271867
2007,NL,NYN,NYC17,09/04/07,30/09/07,81,81,3853955
2007,AL,OAK,OAK01,09/04/07,30/09/07,81,81,1921844
2007,NL,PHI,PHI13,02/04/07,30/09/07,81,81,3108330
2007,NL,PIT,PIT08,09/04/07,30/09/07,81,79,1749142
2007,NL,SDN,SAN02,06/04/07,23/09/07,81,81,2790074
2007,AL,SEA,SEA03,02/04/07,30/09/07,82,81,2672409
2007,NL,SFN,SFO03,03/04/07,26/09/07,81,81,3223202
2007,NL,SLN,STL10,01/04/07,23/09/07,81,81,3552180
2007,AL,TBA,LBV01,15/05/07,17/05/07,3,3,26917
2007,AL,TBA,STP01,06/04/07,27/09/07,78,78,1362189
2007,AL,TEX,ARL02,06/04/07,26/09/07,81,79,2353862
2007,AL,TOR,TOR02,09/04/07,30/09/07,81,81,2360648
2007,NL,WAS,WAS10,02/04/07,23/09/07,81,81,1961579
2008,AL,LAA,ANA01,04/04/08,28/09/08,81,81,3336747
2008,NL,ARI,PHO01,07/04/08,28/09/08,81,81,2509924
2008,NL,ATL,ATL02,31/03/08,21/09/08,81,81,2532834
2008,AL,BAL,BAL12,31/03/08,28/09/08,80,78,1950075
2008,AL,BOS,BOS07,08/04/08,28/09/08,81,81,3048250
2008,AL,CHA,CHI12,07/04/08,30/09/08,82,81,2501103
2008,NL,CHN,CHI11,31/03/08,21/09/08,81,81,3299840
2008,NL,CIN,CIN09,31/03/08,22/09/08,81,81,2058632
2008,AL,CLE,CLE08,31/03/08,21/09/08,81,80,2169760
2008,NL,COL,DEN02,04/04/08,21/09/08,81,80,2650218
2008,AL,DET,DET05,31/03/08,28/09/08,81,81,3202654
2008,NL,FLO,MIA01,31/03/08,21/09/08,81,80,1335076
2008,NL,HOU,HOU03,07/04/08,28/09/08,78,78,2740888
2008,NL,HOU,MIL06,14/09/08,15/09/08,2,2,38599
2008,AL,KCA,KAN06,08/04/08,21/09/08,81,79,1578922
2008,NL,LAN,LOS03,31/03/08,25/09/08,81,81,3730553
2008,NL,MIL,MIL06,04/04/08,28/09/08,81,81,3068908
2008,AL,MIN,MIN03,31/03/08,28/09/08,81,81,2302431
2008,AL,NYA,NYC16,01/04/08,21/09/08,81,81,4298655
2008,NL,NYN,NYC17,08/04/08,28/09/08,81,79,4042047
2008,AL,OAK,OAK01,01/04/08,21/09/08,79,79,1575899
2008,AL,OAK,TOK01,25/03/08,26/03/08,2,2,89363
2008,NL,PHI,PHI13,31/03/08,28/09/08,81,81,3422583
2008,NL,PIT,PIT08,07/04/08,21/09/08,81,80,1609076
2008,NL,SDN,SAN02,31/03/08,28/09/08,81,81,2427535
2008,AL,SEA,SEA03,31/03/08,28/09/08,81,81,2329702
2008,NL,SFN,SFO03,07/04/08,28/09/08,81,81,2863837
2008,NL,SLN,STL10,01/04/08,28/09/08,81,81,3430403
2008,AL,TBA,LBV01,22/04/08,24/04/08,3,3,26798
2008,AL,TBA,STP01,08/04/08,21/09/08,78,78,1785188
2008,AL,TEX,ARL02,08/04/08,24/09/08,81,80,1945677
2008,AL,TOR,TOR02,04/04/08,25/09/08,81,81,2399786
2008,NL,WAS,WAS11,30/03/08,24/09/08,80,80,2320400
2009,AL,LAA,ANA01,06/04/09,01/10/09,81,81,3240386
2009,NL,ARI,PHO01,06/04/09,27/09/09,81,81,2129183
2009,NL,ATL,ATL02,10/04/09,04/10/09,81,81,2373631
2009,AL,BAL,BAL12,06/04/09,04/10/09,81,81,1907163
2009,AL,BOS,BOS07,07/04/09,04/10/09,81,81,3062699
2009,AL,CHA,CHI12,07/04/09,27/09/09,81,80,2284163
2009,NL,CHN,CHI11,13/04/09,04/10/09,80,80,3168859
2009,NL,CIN,CIN09,06/04/09,04/10/09,81,81,1747919
2009,AL,CLE,CLE08,10/04/09,30/09/09,81,79,1766242
2009,NL,COL,DEN02,10/04/09,01/10/09,81,81,2665080
2009,AL,DET,DET05,10/04/09,04/10/09,81,81,2567192
2009,NL,FLO,MIA01,06/04/09,27/09/09,81,78,1464109
2009,NL,HOU,HOU03,06/04/09,27/09/09,81,81,2521081
2009,AL,KCA,KAN06,10/04/09,27/09/09,81,80,1799686
2009,NL,LAN,LOS03,13/04/09,04/10/09,81,81,3761669
2009,NL,MIL,MIL06,10/04/09,27/09/09,81,81,3037451
2009,AL,MIN,MIN03,06/04/09,06/10/09,82,82,2416237
2009,AL,NYA,NYC21,16/04/09,30/09/09,81,81,3719358
2009,NL,NYN,NYC20,13/04/09,04/10/09,81,81,3154270
2009,AL,OAK,OAK01,10/04/09,04/10/09,81,81,1408783
2009,NL,PHI,PHI13,05/04/09,04/10/09,81,81,3600693
2009,NL,PIT,PIT08,13/04/09,28/09/09,81,81,1577853
2009,NL,SDN,SAN02,06/04/09,04/10/09,81,81,1922603
2009,AL,SEA,SEA03,14/04/09,04/10/09,81,81,2195128
2009,NL,SFN,SFO03,07/04/09,01/10/09,81,81,2861111
2009,NL,SLN,STL10,06/04/09,04/10/09,81,81,3343252
2009,AL,TBA,STP01,13/04/09,04/10/09,81,81,1874962
2009,AL,TEX,ARL02,06/04/09,27/09/09,81,78,2156016
2009,AL,TOR,TOR02,06/04/09,27/09/09,81,81,1876129
2009,NL,WAS,WAS11,13/04/09,30/09/09,81,80,1817280
2010,AL,LAA,ANA01,05/04/10,29/09/10,81,81,3250754
2010,NL,ARI,PHO01,05/04/10,26/09/10,81,81,2057224
2010,NL,ATL,ATL02,05/04/10,03/10/10,81,81,2510121
2010,AL,BAL,BAL12,09/04/10,03/10/10,81,80,1733019
2010,AL,BOS,BOS07,04/04/10,03/10/10,81,81,3046445
2010,AL,CHA,CHI12,05/04/10,03/10/10,81,81,2194378
2010,NL,CHN,CHI11,12/04/10,26/09/10,81,81,3062973
2010,NL,CIN,CIN09,05/04/10,03/10/10,81,81,2060550
2010,AL,CLE,CLE08,12/04/10,29/09/10,81,80,1391644
2010,NL,COL,DEN02,09/04/10,29/09/10,81,80,2875245
2010,AL,DET,DET05,09/04/10,26/09/10,81,81,2461237
2010,NL,FLO,MIA01,09/04/10,03/10/10,78,78,1469216
2010,NL,FLO,SJU01,28/06/10,30/06/10,3,3,55678
2010,NL,HOU,HOU03,05/04/10,03/10/10,81,81,2331490
2010,AL,KCA,KAN06,05/04/10,03/10/10,81,80,1615326
2010,NL,LAN,LOS03,13/04/10,03/10/10,81,81,3562318
2010,NL,MIL,MIL06,05/04/10,26/09/10,81,81,2776531
2010,AL,MIN,MIN04,12/04/10,03/10/10,81,81,3223640
2010,AL,NYA,NYC21,13/04/10,26/09/10,81,81,3765807
2010,NL,NYN,NYC20,05/04/10,03/10/10,81,79,2573077
2010,AL,OAK,OAK01,05/04/10,26/09/10,81,81,1418391
2010,NL,PHI,PHI13,12/04/10,26/09/10,81,81,3647249
2010,NL,PIT,PIT08,05/04/10,26/09/10,81,81,1613399
2010,NL,SDN,SAN02,12/04/10,30/09/10,81,81,2131774
2010,AL,SEA,SEA03,12/04/10,03/10/10,81,81,2085168
2010,NL,SFN,SFO03,09/04/10,03/10/10,81,81,3037267
2010,NL,SLN,STL10,12/04/10,03/10/10,81,81,3301218
2010,AL,TBA,STP01,06/04/10,29/09/10,81,81,1865002
2010,AL,TEX,ARL02,05/04/10,03/10/10,81,81,2505171
2010,AL,TOR,PHI13,25/06/10,27/06/10,3,3,130073
2010,AL,TOR,TOR02,12/04/10,29/09/10,78,78,1495482
2010,NL,WAS,WAS11,05/04/10,29/09/10,81,81,1828065
2011,AL,LAA,ANA01,08/04/11,28/09/11,81,81,3166321
2011,NL,ARI,PHO01,08/04/11,28/09/11,81,81,2105432
2011,NL,ATL,ATL02,08/04/11,28/09/11,81,79,2372940
2011,AL,BAL,BAL12,04/04/11,28/09/11,81,80,1755461
2011,AL,BOS,BOS07,08/04/11,21/09/11,81,81,3054001
2011,AL,CHA,CHI12,07/04/11,28/09/11,81,81,2001117
2011,NL,CHN,CHI11,01/04/11,21/09/11,81,81,3017966
2011,NL,CIN,CIN09,31/03/11,21/09/11,81,81,2213588
2011,AL,CLE,CLE08,01/04/11,25/09/11,81,81,1840835
2011,NL,COL,DEN02,01/04/11,21/09/11,81,81,2909777
2011,AL,DET,DET05,08/04/11,28/09/11,81,81,2642045
2011,NL,FLO,MIA01,01/04/11,28/09/11,78,77,1477462
2011,NL,FLO,SEA03,24/06/11,26/06/11,3,3,43100
2011,NL,HOU,HOU03,08/04/11,28/09/11,81,81,2067016
2011,AL,KCA,KAN06,31/03/11,21/09/11,81,81,1724450
2011,NL,LAN,LOS03,31/03/11,22/09/11,81,81,2935139
2011,NL,MIL,MIL06,04/04/11,28/09/11,81,81,3071373
2011,AL,MIN,MIN04,08/04/11,28/09/11,81,81,3168116
2011,AL,NYA,NYC21,31/03/11,25/09/11,81,81,3653680
2011,NL,NYN,NYC20,08/04/11,28/09/11,81,78,2352596
2011,AL,OAK,OAK01,01/04/11,22/09/11,81,80,1476791
2011,NL,PHI,PHI13,01/04/11,22/09/11,81,81,3680718
2011,NL,PIT,PIT08,07/04/11,25/09/11,81,80,1940429
2011,NL,SDN,SAN02,05/04/11,28/09/11,81,81,2143018
2011,AL,SEA,SEA03,08/04/11,28/09/11,81,81,1896321
2011,NL,SFN,SFO03,08/04/11,28/09/11,81,81,3387303
2011,NL,SLN,STL10,31/03/11,25/09/11,81,81,3093954
2011,AL,TBA,STP01,01/04/11,28/09/11,81,81,1529188
2011,AL,TEX,ARL02,01/04/11,25/09/11,81,81,2946949
2011,AL,TOR,TOR02,01/04/11,22/09/11,81,81,1818103
2011,NL,WAS,WAS11,31/03/11,25/09/11,80,78,1940478
2012,AL,LAA,ANA01,06/04/12,27/09/12,81,81,3061770
2012,NL,ARI,PHO01,06/04/12,03/10/12,81,81,2177617
2012,NL,ATL,ATL02,13/04/12,30/09/12,81,81,2420171
2012,AL,BAL,BAL12,06/04/12,30/09/12,81,79,2102240
2012,AL,BOS,BOS07,13/04/12,26/09/12,81,81,3043003
2012,AL,CHA,CHI12,13/04/12,30/09/12,81,81,1965955
2012,NL,CHN,CHI11,05/04/12,03/10/12,81,81,2882756
2012,NL,CIN,CIN09,05/04/12,27/09/12,81,81,2347251
2012,AL,CLE,CLE08,05/04/12,03/10/12,81,81,1603596
2012,NL,COL,DEN02,09/04/12,27/09/12,81,81,2630458
2012,AL,DET,DET05,05/04/12,27/09/12,81,81,3028033
2012,NL,HOU,HOU03,06/04/12,26/09/12,81,81,1607733
2012,AL,KCA,KAN06,13/04/12,03/10/12,81,80,1739859
2012,NL,LAN,LOS03,10/04/12,03/10/12,81,81,3324246
2012,NL,MIA,MIA02,04/04/12,03/10/12,81,81,2219444
2012,NL,MIL,MIL06,06/04/12,03/10/12,81,81,2831385
2012,AL,MIN,MIN04,09/04/12,30/09/12,81,81,2776354
2012,AL,NYA,NYC21,13/04/12,03/10/12,81,81,3542406
2012,NL,NYN,NYC20,05/04/12,27/09/12,81,80,2242803
2012,AL,OAK,OAK01,06/04/12,03/10/12,79,79,1591395
2012,AL,OAK,TOK01,28/03/12,29/03/12,2,2,87618
2012,NL,PHI,PHI13,09/04/12,27/09/12,81,81,3565718
2012,NL,PIT,PIT08,05/04/12,03/10/12,81,80,2091918
2012,NL,SDN,SAN02,05/04/12,30/09/12,81,81,2123721
2012,AL,SEA,SEA03,13/04/12,03/10/12,81,81,1721920
2012,NL,SFN,SFO03,13/04/12,27/09/12,81,81,3377371
2012,NL,SLN,STL10,13/04/12,03/10/12,81,81,3262109
2012,AL,TBA,STP01,06/04/12,03/10/12,81,81,1559681
2012,AL,TEX,ARL02,06/04/12,30/09/12,81,81,3460280
2012,AL,TOR,TOR02,09/04/12,03/10/12,81,81,2099663
2012,NL,WAS,WAS11,12/04/12,03/10/12,81,79,2370794
2013,AL,LAA,ANA01,09/04/13,25/09/13,81,81,3019505
2013,NL,ARI,PHO01,01/04/13,29/09/13,81,81,2134895
2013,NL,ATL,ATL02,01/04/13,29/09/13,81,81,2548679
2013,AL,BAL,BAL12,05/04/13,29/09/13,81,81,2357561
2013,AL,BOS,BOS07,08/04/13,22/09/13,81,81,2833333
2013,AL,CHA,CHI12,01/04/13,29/09/13,81,80,1768413
2013,NL,CHN,CHI11,08/04/13,25/09/13,81,81,2642682
2013,NL,CIN,CIN09,01/04/13,29/09/13,80,80,2492101
2013,NL,CIN,SFO03,23/07/13,23/07/13,1,1,42310
2013,AL,CLE,CLE08,08/04/13,25/09/13,81,80,1572926
2013,NL,COL,DEN02,05/04/13,25/09/13,81,81,2793828
2013,AL,DET,DET05,05/04/13,22/09/13,81,81,3083397
2013,AL,HOU,HOU03,31/03/13,29/09/13,81,81,1651883
2013,AL,KCA,KAN06,08/04/13,22/09/13,81,81,1750754
2013,NL,LAN,LOS03,01/04/13,29/09/13,81,81,3743527
2013,NL,MIA,MIA02,08/04/13,29/09/13,81,81,1586322
2013,NL,MIL,MIL06,01/04/13,22/09/13,81,81,2531105
2013,AL,MIN,MIN04,01/04/13,29/09/13,81,81,2477644
2013,AL,NYA,NYC21,01/04/13,26/09/13,81,81,3279589
2013,NL,NYN,NYC20,01/04/13,29/09/13,81,80,2135657
2013,AL,OAK,OAK01,01/04/13,22/09/13,81,81,1809302
2013,NL,PHI,PHI13,05/04/13,22/09/13,81,81,3012403
2013,NL,PIT,PIT08,01/04/13,22/09/13,81,80,2256862
2013,NL,SDN,SAN02,09/04/13,26/09/13,81,81,2166691
2013,AL,SEA,SEA03,08/04/13,29/09/13,81,81,1761546
2013,NL,SFN,SFO03,05/04/13,29/09/13,81,80,3326796
2013,NL,SLN,STL10,08/04/13,29/09/13,81,81,3369769
2013,AL,TBA,STP01,02/04/13,23/09/13,81,81,1510300
2013,AL,TEX,ARL02,05/04/13,30/09/13,82,82,3178273
2013,AL,TOR,TOR02,02/04/13,29/09/13,81,81,2536562
2013,NL,WAS,WAS11,01/04/13,22/09/13,81,81,2652422
2014,AL,LAA,ANA01,31/03/14,21/09/14,81,81,3095935
2014,NL,ARI,PHO01,31/03/14,28/09/14,79,79,1997385
2014,NL,ARI,SYD01,22/03/14,23/03/14,2,2,76345
2014,NL,ATL,ATL02,08/04/14,25/09/14,81,81,2354305
2014,AL,BAL,BAL12,31/03/14,21/09/14,81,80,2464473
2014,AL,BOS,BOS07,04/04/14,28/09/14,81,81,2956089
2014,AL,CHA,CHI12,31/03/14,28/09/14,81,79,1650821
2014,NL,CHN,CHI11,04/04/14,24/09/14,81,81,2652113
2014,NL,CIN,CIN09,31/03/14,28/09/14,81,81,2476664
2014,AL,CLE,CLE08,04/04/14,28/09/14,81,78,1437393
2014,NL,COL,DEN02,04/04/14,21/09/14,81,81,2680329
2014,AL,DET,DET05,31/03/14,28/09/14,81,81,2917209
2014,AL,HOU,HOU03,01/04/14,21/09/14,81,81,1751829
2014,AL,KCA,KAN06,04/04/14,21/09/14,81,81,1956482
2014,NL,LAN,LOS03,04/04/14,28/09/14,81,81,3782337
2014,NL,MIA,MIA02,31/03/14,25/09/14,81,81,1732283
2014,NL,MIL,MIL06,31/03/14,28/09/14,81,81,2797384
2014,AL,MIN,MIN04,07/04/14,24/09/14,81,81,2250606
2014,AL,NYA,NYC21,07/04/14,25/09/14,81,80,3401624
2014,NL,NYN,NYC20,31/03/14,28/09/14,81,80,2148808
2014,AL,OAK,OAK01,31/03/14,24/09/14,81,80,2003628
2014,NL,PHI,PHI13,08/04/14,28/09/14,81,81,2423852
2014,NL,PIT,PIT08,31/03/14,21/09/14,81,81,2442564
2014,NL,SDN,SAN02,30/03/14,24/09/14,81,81,2195373
2014,AL,SEA,SEA03,08/04/14,28/09/14,81,81,2064334
2014,NL,SFN,SFO03,08/04/14,28/09/14,81,81,3368697
2014,NL,SLN,STL10,07/04/14,21/09/14,81,81,3540649
2014,AL,TBA,STP01,31/03/14,21/09/14,81,81,1446464
2014,AL,TEX,ARL02,31/03/14,28/09/14,81,81,2718733
2014,AL,TOR,TOR02,04/04/14,28/09/14,81,81,2375525
2014,NL,WAS,WAS11,04/04/14,28/09/14,81,81,2579389
2015,AL,LAA,ANA01,10/04/15,30/09/15,81,81,3012765
2015,NL,ARI,PHO01,06/04/15,04/10/15,81,81,2080145
2015,NL,ATL,ATL02,10/04/15,04/10/15,81,80,2001392
2015,AL,BAL,BAL12,10/04/15,04/10/15,78,75,2281202
2015,AL,BAL,STP01,01/05/15,03/05/15,3,3,39386
2015,AL,BOS,BOS07,13/04/15,27/09/15,81,81,2880694
2015,AL,CHA,CHI12,10/04/15,04/10/15,81,80,1755810
2015,NL,CHN,CHI11,05/04/15,28/09/15,81,80,2919122
2015,NL,CIN,CIN09,06/04/15,01/10/15,81,81,2419506
2015,AL,CLE,CLE08,10/04/15,04/10/15,80,78,1388905
2015,NL,COL,DEN02,10/04/15,27/09/15,81,80,2506789
2015,AL,DET,DET05,06/04/15,27/09/15,81,81,2726048
2015,AL,HOU,HOU03,06/04/15,27/09/15,81,81,2153585
2015,AL,KCA,KAN06,06/04/15,27/09/15,81,81,2708549
2015,NL,LAN,LOS03,06/04/15,04/10/15,81,81,3764815
2015,NL,MIA,MIA02,06/04/15,27/09/15,81,81,1752235
2015,NL,MIL,MIL06,06/04/15,04/10/15,81,81,2542558
2015,AL,MIN,MIN04,13/04/15,04/10/15,81,81,2220054
2015,AL,NYA,NYC21,06/04/15,01/10/15,81,80,3193795
2015,NL,NYN,NYC20,13/04/15,04/10/15,81,81,2569753
2015,AL,OAK,OAK01,06/04/15,27/09/15,81,81,1768175
2015,NL,PHI,PHI13,06/04/15,04/10/15,81,78,1831080
2015,NL,PIT,PIT08,13/04/15,04/10/15,81,81,2498596
2015,NL,SDN,SAN02,09/04/15,01/10/15,81,81,2459752
2015,AL,SEA,SEA03,06/04/15,04/10/15,81,81,2193581
2015,NL,SFN,SFO03,13/04/15,04/10/15,81,81,3375882
2015,NL,SLN,STL10,13/04/15,27/09/15,81,81,3520889
2015,AL,TBA,STP01,06/04/15,04/10/15,81,81,1247668
2015,AL,TEX,ARL02,10/04/15,04/10/15,81,81,2491875
2015,AL,TOR,TOR02,13/04/15,27/09/15,81,81,2794891
2015,NL,WAS,WAS11,06/04/15,28/09/15,81,81,2619843
2016,AL,LAA,ANA01,04/04/16,02/10/16,81,81,3016142
2016,NL,ARI,PHO01,04/04/16,02/10/16,81,81,2036216
2016,NL,ATL,ATL02,04/04/16,02/10/16,80,80,2008332
2016,NL,ATL,FTB01,03/07/16,03/07/16,1,1,12582
2016,AL,BAL,BAL12,04/04/16,25/09/16,81,81,2172344
2016,AL,BOS,BOS07,11/04/16,02/10/16,81,81,2955434
2016,AL,CHA,CHI12,08/04/16,02/10/16,81,80,1746293
2016,NL,CHN,CHI11,11/04/16,25/09/16,81,81,3232420
2016,NL,CIN,CIN09,04/04/16,02/10/16,81,81,1894085
2016,AL,CLE,CLE08,05/04/16,25/09/16,81,81,1591667
2016,NL,COL,DEN02,08/04/16,02/10/16,81,81,2602524
2016,AL,DET,DET05,08/04/16,28/09/16,80,80,2493859
2016,AL,HOU,HOU03,11/04/16,28/09/16,81,81,2306623
2016,AL,KCA,KAN06,03/04/16,02/10/16,81,81,2557712
2016,NL,LAN,LOS03,12/04/16,25/09/16,81,81,3703312
2016,NL,MIA,MIA02,05/04/16,28/09/16,80,80,1712417
